,선명,역명,도로명주소,latlon,name
0,1호선,괴정,부산광역시 사하구 낙동대로 지하 221(괴정동),"(35.0998988696447, 128.992503863017)",1호선 괴정
1,1호선,교대,부산광역시 연제구 중앙대로 지하 1217,"(35.1960996522297, 129.079888998569)",1호선 교대
2,1호선,구서,부산광역시 금정구 금정로 233번길 46(구서동),"(35.2472673132823, 129.091293977961)",1호선 구서
3,1호선,남산(부산외국대학교),부산광역시 금정구 중앙대로 2019-1,"(35.2652746489271, 129.092499307916)",1호선 남산(부산외국대학교)
4,1호선,남포,부산광역시 중구 구덕로 지하 12,"(35.097872305432, 129.034595436377)",1호선 남포
5,1호선,낫개,부산시 사하구 다대로 지하 422 낫개역,"(35.0652247168173, 128.979656787874)",1호선 낫개
6,1호선,노포(종합버스터미널),부산광역시 금정구 중앙대로 2238(노포동),"(35.2846866758906, 129.095480074212)",1호선 노포(종합버스터미널)
7,1호선,다대포항,부산시 사하구 다대로 지하 548 다대포항역,"(35.057535780256, 128.971136541648)",1호선 다대포항
8,1호선,다대포해수욕장,부산시 사하구 다대로 지하 692 다대포해수욕장역,"(35.0481940896552, 128.965824285746)",1호선 다대포해수욕장
9,1호선,당리(사하구청),부산광역시 사하구 낙동대로 지하 405(당리동),"(35.103490469216, 128.973849682519)",1호선 당리(사하구청)
10,1호선,대티(동주대학),부산광역시 사하구 낙동대로 지하 141(괴정동),"(35.1030802302734, 128.999916782834)",1호선 대티(동주대학)
11,1호선,동대신,부산광역시 서구 구덕로 지하 290,"(35.1104877877446, 129.017620766092)",1호선 동대신
12,1호선,동래,부산광역시 동래구 중앙대로 1324,"(35.205618039108, 129.078480143881)",1호선 동래
13,1호선,동매,부산시 사하구 신산로 지하 168 동매역,"(35.0897612301849, 128.973447214501)",1호선 동매
14,1호선,두실,부산광역시 금정구 중앙대로 1927(구서동),"(35.256415471366, 129.091089808874)",1호선 두실
15,1호선,명륜,부산광역시 동래구 중앙대로 1414,"(35.2125711468686, 129.079712855598)",1호선 명륜
16,1호선,범내골,부산광역시 부산진구 중앙대로 지하 612,"(35.1473559993163, 129.059236450565)",1호선 범내골
17,1호선,범어사,부산광역시 금정구 중앙대로 2107(청룡동),"(35.2731447038522, 129.092674852109)",1호선 범어사
18,1호선,범일,부산광역시 동구 범일로 지하 108,"(35.1407227839329, 129.059343471388)",1호선 범일
19,1호선,부산,부산광역시 동구 중앙대로 지하 200,"(35.1144392315358, 129.039279645964)",1호선 부산
20,1호선,부산대,부산광역시 금정구 장전온천천로 48(장전동),"(35.2296168581211, 129.089342280899)",1호선 부산대
21,1호선,부산진,부산광역시 동구 중앙대로 지하 350,"(35.1277608563561, 129.047877083539)",1호선 부산진
22,1호선,부전(부산시민공원·송상현광장),부산광역시 부산진구 중앙대로 지하 786,"(35.1626355663375, 129.063011866198)",1호선 부전(부산시민공원·송상현광장)
23,1호선,사하,부산광역시 사하구 낙동대로 지하 309(괴정동),"(35.099810965388, 128.983077618022)",1호선 사하
24,1호선,서대신,부산광역시 서구 대영로 지하 1,"(35.1109028475878, 129.012175222757)",1호선 서대신
25,1호선,서면,부산광역시 부산진구 중앙대로 지하 730,"(35.157764059003, 129.059035752371)",1호선 서면
26,1호선,시청(연제),부산광역시 연제구 중앙대로 지하 1017,"(35.1797766776316, 129.076623899785)",1호선 시청(연제)
27,1호선,신장림,부산시 사하구 다대로 지하 310 신장림역,"(35.0747728011479, 128.976625251575)",1호선 신장림
28,1호선,신평,부산광역시 사하구 하신번영로 140(신평동),"(35.0921593227113, 128.960589576547)",1호선 신평
29,1호선,양정,부산광역시 부산진구 중앙대로 지하 930,"(35.172966889552, 129.071221709878)",1호선 양정
30,1호선,연산,부산광역시 연제구 중앙대로 지하 1101,"(35.1860724027287, 129.081505014634)",1호선 연산
31,1호선,온천장,부산광역시 동래구 중앙대로 1520,"(35.2202848712851, 129.086379165487)",1호선 온천장
32,1호선,자갈치,부산광역시 중구 구덕로 지하 80,"(35.0973771029191, 129.026592291727)",1호선 자갈치
33,1호선,장림,부산시 사하구 다대로 지하 230 장림역,"(35.0820126307128, 128.977401698897)",1호선 장림
34,1호선,장전(부산가톨릭대학교),부산광역시 금정구 장전온천천로 144(장전동),"(35.2380895492619, 129.088145804387)",1호선 장전(부산가톨릭대학교)
35,1호선,좌천,부산광역시 동구 중앙대로 지하 446,"(35.1343024702659, 129.054309788509)",1호선 좌천
36,1호선,중앙,부산광역시 중구 중앙대로 지하 83,"(35.1037576682489, 129.036356886138)",1호선 중앙
37,1호선,초량,부산광역시 동구 중앙대로 지하 264,"(35.1211680273914, 129.042990876284)",1호선 초량
38,1호선,토성,부산광역시 서구 구덕로 지하 170,"(35.1007070222773, 129.01978613175)",1호선 토성
39,1호선,하단(부산본병원),부산광역시 사하구 낙동남로 지하 1415(하단동),"(35.1061809647053, 128.96623783418)",1호선 하단(부산본병원)
40,2호선,가야,부산광역시 부산진구 가야대로 지하 650,"(35.1558739907577, 129.042819597165)",2호선 가야
41,2호선,감전(사상구청),부산광역시 사상구 사상로 지하 93-1,"(35.1555354610669, 128.991267078925)",2호선 감전(사상구청)
42,2호선,개금,부산광역시 부산진구 가야대로 지하 442,"(35.1531942927238, 129.020373573473)",2호선 개금
43,2호선,경성대·부경대(동명대학교),부산광역시 남구 수영로 지하 324,"(35.1375576616452, 129.100441683595)",2호선 경성대·부경대(동명대학교)
44,2호선,광안,부산광역시 수영구 수영로 지하 576(광안동),"(35.1579209174973, 129.113172707591)",2호선 광안
45,2호선,구남,부산광역시 북구 백양대로 지하1026,"(35.1969200209729, 128.994999341653)",2호선 구남
46,2호선,구명,부산광역시 북구 백양대로 지하1094,"(35.2027471033979, 128.999502946075)",2호선 구명
47,2호선,국제금융센터·부산은행,부산광역시 남구 전포대로 지하 97,"(35.1457331120762, 129.066743215179)",2호선 국제금융센터·부산은행
48,2호선,금곡,부산광역시 북구 금곡대로 685,"(35.2674731957506, 129.016906409012)",2호선 금곡
49,2호선,금련산,부산광역시 수영구 수영로 지하 482(남천동),"(35.1497439256787, 129.110957301775)",2호선 금련산
50,2호선,남양산(범어),경남 양산시 동면 메기로 380번,,2호선 남양산(범어)
51,2호선,남천(KBS·수영구청),부산광역시 수영구 수영로 지하 410(남천동),"(35.1421527230017, 129.107970121975)",2호선 남천(KBS·수영구청)
52,2호선,냉정,부산광역시 사상구 가야대로 지하 362-1,"(35.1512676943839, 129.012524113419)",2호선 냉정
53,2호선,대연(고려병원),부산광역시 남구 수영로 지하 242,"(35.1351177024593, 129.092296703101)",2호선 대연(고려병원)
54,2호선,덕천(부산과기대),부산광역시 북구 금곡대로 지하14,"(35.2109774599591, 129.004972165013)",2호선 덕천(부산과기대)
55,2호선,덕포,부산광역시 사상구 사상로 지하 320-1,"(35.1739522585751, 128.983968484563)",2호선 덕포
56,2호선,동백,부산광역시 해운대구 해운대로 지하 522,"(35.1610629346171, 129.14868874994)",2호선 동백
57,2호선,동원,부산광역시 북구 금곡대로 575,"(35.2586437992364, 129.012396791222)",2호선 동원
58,2호선,동의대,부산광역시 부산진구 가야대로 지하 554,"(35.1540395614292, 129.032552773691)",2호선 동의대
59,2호선,모덕,부산광역시 사상구 사상로 지하 409,"(35.1803969032771, 128.98556335249)",2호선 모덕
60,2호선,모라,부산광역시 사상구 사상로 지하 498,"(35.1896418913458, 128.988608107569)",2호선 모라
61,2호선,못골(남구청),부산광역시 남구 수영로 지하 170,"(35.1347220937699, 129.084843311728)",2호선 못골(남구청)
62,2호선,문현,부산광역시 남구 전포대로 지하 17,"(35.13915817492, 129.067279721594)",2호선 문현
63,2호선,민락,부산광역시 수영구 수영로 지하 769(수영동),"(35.1670658260717, 129.122101093096)",2호선 민락
64,2호선,벡스코(시립미술관),부산광역시 해운대구 해운대로 지하 396,"(35.1688870173585, 129.138876080584)",2호선 벡스코(시립미술관)
65,2호선,부산대양산캠퍼스,경남 양산시 물금읍 메기로 270번,"(35.316884725995, 129.013940950105)",2호선 부산대양산캠퍼스
66,2호선,부암(온종합병원),부산광역시 부산진구 가야대로 지하 719,"(35.1574359013428, 129.050428497747)",2호선 부암(온종합병원)
67,2호선,사상(서부터미널),부산광역시 사상구 사상로 지하 203,"(35.1624645755924, 128.984636635373)",2호선 사상(서부터미널)
68,2호선,서면,부산광역시 부산진구 중앙대로 지하 730,"(35.157764059003, 129.059035752371)",2호선 서면
69,2호선,센텀시티(BEXCO·신세계),부산광역시 센텀남대로 지하 76,"(35.1692784253147, 129.13236458411)",2호선 센텀시티(BEXCO·신세계)
70,2호선,수영,부산광역시 수영구 수영로 지하 677(광안동),"(35.1658917101376, 129.114828522838)",2호선 수영
71,2호선,수정(방송통신대),부산광역시 북구 금곡대로 지하160,"(35.2230835573286, 129.009148601943)",2호선 수정(방송통신대)
72,2호선,양산(시청·동원과학기술대학교),경남 양산시 강변로 441번,"(35.3387402352291, 129.026459983234)",2호선 양산(시청·동원과학기술대학교)
73,2호선,율리,부산광역시 북구 금곡대로 지하440,"(35.2471687881887, 129.012917764141)",2호선 율리
74,2호선,장산(해운대백병원),부산광역시 해운대구 해운대로 지하 820,"(35.1699301998375, 129.176949540393)",2호선 장산(해운대백병원)
75,2호선,전포,부산광역시 부산진구 전포대로 지하 181,"(35.1528347392059, 129.065363249745)",2호선 전포
76,2호선,주례,부산광역시 사상구 가야대로 지하 292,"(35.1505046520611, 129.003137064668)",2호선 주례
77,2호선,중동,부산광역시 해운대구 해운대로 지하 730,"(35.1666522512391, 129.168611487916)",2호선 중동
78,2호선,증산,경남 양산시 물금읍 메기로 168번,"(35.3082462596909, 129.0102778791)",2호선 증산
79,2호선,지게골,부산광역시 남구 수영로 지하 70,"(35.1356276790372, 129.074233626935)",2호선 지게골
80,2호선,해운대,부산광역시 해운대구 해운대로 지하 626,"(35.1636437945006, 129.158873317353)",2호선 해운대
81,2호선,호포,경남 양산시 동면 양산대로 62번,"(35.2810793342617, 129.017243861738)",2호선 호포
82,2호선,화명,부산광역시 북구 금곡대로 지하311,"(35.23580316112, 129.013877205984)",2호선 화명
83,3호선,강서구청,부산광역시 강서구 낙동북로 485,"(35.2112192586654, 128.981959188289)",3호선 강서구청
84,3호선,거제(법원·검찰청),부산광역시 연제구 월드컵대로 지하 209,"(35.1885466882058, 129.073960773744)",3호선 거제(법원·검찰청)
85,3호선,구포,부산광역시 북구 낙동대로 1697,"(35.2066707011261, 128.996412729158)",3호선 구포
86,3호선,남산정(부산폴리텍대학),부산광역시 북구 만덕대로 지하179,"(35.2133300831394, 129.024155946176)",3호선 남산정(부산폴리텍대학)
87,3호선,대저,부산광역시 강서구 낙동북로 295,"(35.2133613094375, 128.961049641838)",3호선 대저
88,3호선,덕천(부산과기대),부산광역시 북구 금곡대로 지하14,"(35.2109774599591, 129.004972165013)",3호선 덕천(부산과기대)
89,3호선,만덕,부산광역시 북구 만덕대로 지하291,"(35.2129568402206, 129.036150805802)",3호선 만덕
90,3호선,망미(병무청),부산광역시 수영구 연수로 지하 337(망미동),"(35.1715290770619, 129.108315182357)",3호선 망미(병무청)
91,3호선,물만골,부산광역시 연제구 월드컵대로 지하 23,"(35.1767585696312, 129.085607407773)",3호선 물만골
92,3호선,미남,부산광역시 동래구 아시아드대로 지하 232,"(35.2055969458619, 129.068122269653)",3호선 미남
93,3호선,배산,부산광역시 연제구 연수로 지하 229,"(35.1734597519057, 129.09572992884)",3호선 배산
94,3호선,사직,부산광역시 동래구 아시아드대로 지하 153,"(35.1989685416646, 129.065058574788)",3호선 사직
95,3호선,수영,부산광역시 수영구 수영로 지하 677(광안동),"(35.1658917101376, 129.114828522838)",3호선 수영
96,3호선,숙등(부민병원),부산광역시 북구 만덕대로 지하79,"(35.2121463367969, 129.013468826688)",3호선 숙등(부민병원)
97,3호선,연산,부산광역시 연제구 중앙대로 지하 1101,"(35.1860724027287, 129.081505014634)",3호선 연산
98,3호선,종합운동장,부산광역시 연제구 아시아드대로 지하 73,"(35.1912752659699, 129.067572402416)",3호선 종합운동장
99,3호선,체육공원,부산광역시 강서구 낙동북로 371,"(35.2125080419031, 128.969459807101)",3호선 체육공원
100,4호선,고촌,부산광역시 기장군 철마면 반송로 991,"(35.2359709392736, 129.160444908653)",4호선 고촌
101,4호선,금사,부산광역시 금정구 반송로 465(금사동),"(35.2157717462804, 129.115091142891)",4호선 금사
102,4호선,낙민,부산광역시 동래구 충렬대로 지하 285,"(35.2001921196404, 129.090827782697)",4호선 낙민
103,4호선,동래,부산광역시 동래구 충렬대로 지하 147,"(35.2047981763332, 129.077099236802)",4호선 동래
104,4호선,명장,부산광역시 동래구 반송로 지하 281,"(35.205329115545, 129.101822024669)",4호선 명장
105,4호선,미남,부산광역시 동래구 아시아드대로 지하 232,"(35.2055969458619, 129.068122269653)",4호선 미남
106,4호선,반여농산물시장,부산광역시 해운대구 반송로 550,"(35.2177593254883, 129.12401666075)",4호선 반여농산물시장
107,4호선,서동,부산광역시 금정구 반송로 387(서동),"(35.2130595998556, 129.107418849359)",4호선 서동
108,4호선,석대,부산광역시 해운대구 석대천로 121,"(35.2181127800416, 129.136827064424)",4호선 석대
109,4호선,수안,부산광역시 동래구 충렬대로 지하 223,"(35.2018368298853, 129.083897697782)",4호선 수안
110,4호선,안평(고촌주택단지),부산광역시 기장군 철마면 반송로 1001,,4호선 안평(고촌주택단지)
111,4호선,영산대(아랫반송),부산광역시 해운대구 반송로 803,"(35.2256086484524, 129.146159216603)",4호선 영산대(아랫반송)
112,4호선,윗반송,부산광역시 해운대구 반송로 917,"(35.2324239126014, 129.153808006776)",4호선 윗반송
113,4호선,충렬사(안락),부산광역시 동래구 반송로 지하 205,"(35.1996904189027, 129.097538096042)",4호선 충렬사(안락)
114,부산김해경전철,가야대(삼계),경상남도 김해시 해반천로 211,"(35.2667272134317, 128.865070349628)",부산김해경전철 가야대(삼계)
115,부산김해경전철,공항,부산광역시 강서구 공항진입로 165,"(35.1719068103559, 128.948586846191)",부산김해경전철 공항
116,부산김해경전철,괘법르네시떼(강변공원),부산광역시 사상구 광장로 9,"(35.1632615956026, 128.977683601466)",부산김해경전철 괘법르네시떼(강변공원)
117,부산김해경전철,김해대학(안동),경상남도 김해시 김해대로 2641,"(35.2289957963929, 128.915612645144)",부산김해경전철 김해대학(안동)
118,부산김해경전철,김해시청,경상남도 김해시 김해대로 2408,"(35.2271030385541, 128.890410697215)",부산김해경전철 김해시청
119,부산김해경전철,대사,부산광역시 강서구 낙동북로 82,"(35.2176572092674, 128.938417239188)",부산김해경전철 대사
120,부산김해경전철,대저,부산광역시 강서구 낙동북로 294,"(35.2130661412997, 128.960562245274)",부산김해경전철 대저
121,부산김해경전철,덕두,부산광역시 강서구 경전철로 10,"(35.1820003381286, 128.954198302529)",부산김해경전철 덕두
122,부산김해경전철,등구,부산광역시 강서구 경전철로 194,"(35.1961434172276, 128.963598999507)",부산김해경전철 등구
123,부산김해경전철,박물관,경상남도 김해시 김해대로 2103,"(35.2400646663399, 128.871862771181)",부산김해경전철 박물관
124,부산김해경전철,봉황(김해여객터미널),경상남도 김해시 김해대로 2249,"(35.2272675650813, 128.874306948886)",부산김해경전철 봉황(김해여객터미널)
125,부산김해경전철,부원,경상남도 김해시 김해대로 2350,"(35.2264662369188, 128.883899677482)",부산김해경전철 부원
126,부산김해경전철,불암,경상남도 김해시 김해대로 2787,"(35.2221625997034, 128.927893077498)",부산김해경전철 불암
127,부산김해경전철,사상(서부터미널),부산광역시 사상구 광장로 83,"(35.1623018019972, 128.985940757007)",부산김해경전철 사상(서부터미널)
128,부산김해경전철,서부산유통지구(금호마을),부산광역시 강서구 유통단지 1로 57번길 7,"(35.1664020385176, 128.954888138841)",부산김해경전철 서부산유통지구(금호마을)
129,부산김해경전철,수로왕릉(김해보건소),경상남도 김해시 김해대로 2181,"(35.2328214954461, 128.872140927623)",부산김해경전철 수로왕릉(김해보건소)
130,부산김해경전철,연지공원,경상남도 김해시 해반천로 5,"(35.2496576259019, 128.869290834259)",부산김해경전철 연지공원
131,부산김해경전철,인제대(활천),경상남도 김해시 김해대로 2515,"(35.2280994658044, 128.901735952587)",부산김해경전철 인제대(활천)
132,부산김해경전철,장신대(화정),경상남도 김해시 해반천로 129,"(35.2595564155339, 128.86711419315)",부산김해경전철 장신대(화정)
133,부산김해경전철,지내,경상남도 김해시 김해대로 2718,"(35.2275007024395, 128.923721297397)",부산김해경전철 지내
134,부산김해경전철,평강,부산광역시 강서구 낙동북로 203,"(35.214256709204, 128.95088489304)",부산김해경전철 평강
135,동해,개운포,울산광역시 남구 산업로 133,"(35.5076156322014, 129.320952440028)",동해 개운포
136,동해,거제(법원·검찰청),부산광역시 연제구 법원남로9번길 17,"(35.1895110545428, 129.074289798203)",동해 거제(법원·검찰청)
137,동해,거제해맞이,부산광역시 연제구 거제대로 123,"(35.1811704174524, 129.068996371984)",동해 거제해맞이
138,동해,교대,부산광역시 연제구 중앙대로 1196,"(35.1937054345333, 129.079476548959)",동해 교대
139,동해,기장,부산광역시 기장군 기장읍 차성로288번길 86,"(35.243815709882, 129.218740173832)",동해 기장
140,동해,남창,울산광역시 울주군 온양읍 남창리 42-36,"(35.4185132790352, 129.282552192062)",동해 남창
141,동해,덕하,울산광역시 울주군 청량읍 덕하로 229,"(35.493751556952, 129.303549815497)",동해 덕하
142,동해,동래,부산광역시 동래구 낙민로 27,"(35.1973205059373, 129.091141148215)",동해 동래
143,동해,망양,울산광역시 울주군 온양읍 망양리 484-1,"(35.4568340815661, 129.287859425669)",동해 망양
144,동해,벡스코,부산광역시 해운대구 해운대로 351,"(35.1715544460081, 129.136096935843)",동해 벡스코
145,동해,부산원동,부산광역시 동래구 안락동52-2,"(35.1938076703922, 129.11346133472)",동해 부산원동
146,동해,부전,부산광역시 부산진구 부전로 181,"(35.1640421327974, 129.060506292678)",동해 부전
147,동해,서생,울산광역시 울주군 서생면 화산발리로 1,"(35.3461267934052, 129.293302611307)",동해 서생
148,동해,센텀,부산광역시 해운대구 해운대로 210,"(35.1794517547326, 129.124592580199)",동해 센텀
149,동해,송정,부산광역시 해운대구 해운대로 1147,"(35.1875566162327, 129.202435814106)",동해 송정
150,동해,신해운대,부산광역시 해운대구 장산로 427,"(35.1816969257961, 129.177032353897)",동해 신해운대
151,동해,안락,부산광역시 동래구 안연로98번길 57,"(35.1960206246922, 129.100549414816)",동해 안락
152,동해,오시리아,부산광역시 기장군 기장읍 동부산관광5로 14,"(35.1962172977472, 129.208261122077)",동해 오시리아
153,동해,월내,부산광역시 기장군 장안읍 해맞이로 351-31,"(35.3279031956242, 129.276513273439)",동해 월내
154,동해,일광,부산광역시 기장군 일광읍 일광로 111-10,"(35.2674453139922, 129.233116919565)",동해 일광
155,동해,재송,부산광역시 해운대구 해운대로 100,"(35.1882250168273, 129.120431001987)",동해 재송
156,동해,좌천,부산광역시 기장군 장안읍 좌천리 239-4,"(35.3117885630404, 129.245153674671)",동해 좌천
157,동해,태화강,울산광역시 남구 산업로 654,"(35.5383548270265, 129.353666998283)",동해 태화강
158,경강,경기광주,경기도 광주시 광주역로 10(역동),"(37.3989035705428, 127.253267286176)",경강 경기광주
159,경강,곤지암,경기도 광주시 곤지암천로 333,"(37.3505527470996, 127.346172963513)",경강 곤지암
160,경강,부발,경기도 이천시 부발읍 신아로 87,"(37.2598547047189, 127.490363784678)",경강 부발
161,경강,삼동,경기도 광주시 순암로 451,"(37.4086317062163, 127.203328416895)",경강 삼동
162,경강,세종대왕릉,경기도 여주시 능서면 양화로 877,"(37.2939375637031, 127.570727128078)",경강 세종대왕릉
163,경강,신둔도예촌,경기도 이천시 신둔면 남정로 55,"(37.3155669010162, 127.405242869086)",경강 신둔도예촌
164,경강,여주,경기도 여주시 교동로 80(교동 403-1),"(37.2824737567131, 127.628678411071)",경강 여주
165,경강,이매,경기도 성남시 분당구 성남대로 738,"(37.3956853431968, 127.12824815972)",경강 이매
166,경강,이천,경기도 이천시 이섭대천로 1063,"(37.2645759954677, 127.442360451221)",경강 이천
167,경강,초월,경기도 광주시 초월읍 경충대로 1066,"(37.3733548531211, 127.299991606989)",경강 초월
168,경강,판교(판교테크노밸리),경기도 성남시 분당구 판교역로 160,"(37.3947948422615, 127.110989722725)",경강 판교(판교테크노밸리)
169,경춘,가평(자라섬·남이섬),경기도 가평군 가평읍 문화로 13-42,"(37.8142501843797, 127.511017051625)",경춘 가평(자라섬·남이섬)
170,경춘,갈매,구리시 경춘북로 229,"(37.6339772561856, 127.114708032421)",경춘 갈매
171,경춘,강촌,강원도 춘천시 남산면 강촌로 150,"(37.8058752673743, 127.634294485808)",경춘 강촌
172,경춘,광운대,서울특별시 노원구 석계로 98-2,"(37.6230335564713, 127.06176348127)",경춘 광운대
173,경춘,굴봉산(제이드가든),강원도 춘천시 남산면 서백길 192,"(37.8320717143359, 127.557478763545)",경춘 굴봉산(제이드가든)
174,경춘,금곡,경기도 남양주시 금곡로19번길 47(금곡동),"(37.6374291258618, 127.207936199566)",경춘 금곡
175,경춘,김유정,강원도 춘천시 신동면 김유정로 1435,"(37.8196326078799, 127.716616948432)",경춘 김유정
176,경춘,남춘천(강원대), 춘천시 영서로 2260,"(37.864040924358, 127.723921401627)",경춘 남춘천(강원대)
177,경춘,대성리,경기도 가평군 청평면 경춘로88,"(37.6840857391866, 127.379235925376)",경춘 대성리
178,경춘,마석,경기도 남양주시 화도읍 마석중앙로 107,"(37.6523558892506, 127.311850178148)",경춘 마석
179,경춘,망우,서울특별시 중랑구 망우로 55길 11-10,"(37.5992876153903, 127.092756577852)",경춘 망우
180,경춘,백양리(엘리시안강촌),강원도 춘천시 남산면 북한강변길 690,"(37.8306907678022, 127.58968222334)",경춘 백양리(엘리시안강촌)
181,경춘,별내(삼육대학교),경기도 남양주시 경춘북로 375(별내동 182-5),"(37.6423443533034, 127.127425218907)",경춘 별내(삼육대학교)
182,경춘,사릉,경기도 남양주시 진건우회로63 사릉역,"(37.6515252056783, 127.17693293409)",경춘 사릉
183,경춘,상봉,서울특별시 중랑구 망우로 297,"(37.5967093285386, 127.085741817289)",경춘 상봉
184,경춘,상천(호명호수),경기도 가평군 청평면 상천역로29,"(37.7701212332923, 127.454481962908)",경춘 상천(호명호수)
185,경춘,신내,서울특별시 중랑구 신내역로 20,"(37.6127905258724, 127.103222049319)",경춘 신내
186,경춘,중랑,서울특별시 중랑구 중랑역로 9,"(37.5948240960274, 127.075728956656)",경춘 중랑
187,경춘,천마산,경기도 남양주시 화도읍 묵현로 25번길 37(묵현리),"(37.6590203182549, 127.285751294113)",경춘 천마산
188,경춘,청량리,서울특별시 동대문구 왕산로 214,"(37.5841961381161, 127.05114707633)",경춘 청량리
189,경춘,청평,경기도 가평군 청평면 청평리 청평역로 97-33,"(37.7355360346828, 127.426649292956)",경춘 청평
190,경춘,춘천(한림대),강원도 춘천시 공지로 591,"(37.8846833328824, 127.716986362084)",경춘 춘천(한림대)
191,경춘,퇴계원,경기도 남양주시 퇴계원면 경춘북로 545,"(37.6482373139625, 127.144404953155)",경춘 퇴계원
192,경춘,평내호평,경기도 남양주시 경춘로 1375(평내동),"(37.6532330134255, 127.244434272129)",경춘 평내호평
193,경춘,회기,서울특별시 동대문구 회기로 196,"(37.5897442387671, 127.058035421223)",경춘 회기
194,1호선,각산,대구광역시 동구 안심로 지하 363(신서동),"(35.8680021651868, 128.724165388395)",1호선 각산
195,1호선,교대,대구광역시 남구 중앙대로 지하 194(대명동),"(35.8500946138926, 128.590595753027)",1호선 교대
196,1호선,대곡(정부대구청사),대구광역시 달서구 비슬로 지하 2718,"(35.8094387559809, 128.512485512452)",1호선 대곡(정부대구청사)
197,1호선,대구역,대구광역시 북구 칠성남로30길 지하 24,"(35.8763437907874, 128.597215197964)",1호선 대구역
198,1호선,대명,대구광역시 남구 대명로 지하71,"(35.8393139560409, 128.565377667483)",1호선 대명
199,1호선,동구청(큰고개),대구광역시 동구 신암남로 지하169(신암동),"(35.8842379937945, 128.632083488086)",1호선 동구청(큰고개)
200,1호선,동대구역,대구광역시 동구 동대구로 지하530( 신천동),"(35.8774298682917, 128.62732526467)",1호선 동대구역
201,1호선,동촌(동촌유원지),대구광역시 동구 해동로 지하197(검사동),"(35.8859617817579, 128.650457826797)",1호선 동촌(동촌유원지)
202,1호선,명덕(2.28민주운동기념회관),대구광역시 중구 명덕로 지하185(남산동),"(35.8579525546808, 128.591150709043)",1호선 명덕(2.28민주운동기념회관)
203,1호선,반야월,대구광역시 동구 안심로 지하261,"(35.8659888735073, 128.713656558767)",1호선 반야월
204,1호선,반월당,대구광역시 중구 달구벌대로 지하2100(덕산동),"(35.8644213158621, 128.593340834492)",1호선 반월당
205,1호선,방촌,대구광역시 동구 동촌로 지하275(방촌동),"(35.8796374696144, 128.67012075056)",1호선 방촌
206,1호선,상인,대구광역시 달서구 월배로 지하 223,"(35.8189519841654, 128.537897144007)",1호선 상인
207,1호선,서부정류장(관문시장),대구광역시 남구 월배로 지하501 (대명동),"(35.8371280140155, 128.557028988871)",1호선 서부정류장(관문시장)
208,1호선,설화명곡,대구광역시 달성군 비슬로 지하 2476,"(35.7986729223813, 128.489259151701)",1호선 설화명곡
209,1호선,송현,대구광역시 달서구 월배로 지하 412,"(35.8310680580574, 128.551746354865)",1호선 송현
210,1호선,신기,대구광역시 동구 안심로 지하159(신기동),"(35.8667008193255, 128.702475235316)",1호선 신기
211,1호선,신천(경북대입구),대구광역시 동구 동부로 지하 41,"(35.874633410353, 128.617650223636)",1호선 신천(경북대입구)
212,1호선,아양교(대구국제공항입구),대구광역시 동구 아양로 지하245(신암동),"(35.8871190029575, 128.639644975751)",1호선 아양교(대구국제공항입구)
213,1호선,안심(혁신도시·첨복단지),대구광역시 동구 안심로 지하 455,"(35.8712803753692, 128.733772871365)",1호선 안심(혁신도시·첨복단지)
214,1호선,안지랑,대구광역시 남구 대명로 지하 141,"(35.8392666155309, 128.57317635059)",1호선 안지랑
215,1호선,영대병원,대구광역시 남구 대명로 지하 292 영대병원역,"(35.843950327515, 128.587618311848)",1호선 영대병원
216,1호선,용계,대구광역시 동구 동촌로 지하 383,"(35.8762453850392, 128.681644193766)",1호선 용계
217,1호선,월배,대구광역시 달서구 월배로 지하 143,"(35.8161414091445, 128.53032556924)",1호선 월배
218,1호선,월촌,대구광역시 달서구 월배로 지하 311,"(35.8237325283715, 128.545490846925)",1호선 월촌
219,1호선,율하,대구광역시 동구 안심로 지하57,"(35.8697780719486, 128.692779243132)",1호선 율하
220,1호선,중앙로,대구광역시 중구 중앙대로 424 중앙로역,"(35.8709646122443, 128.594012924936)",1호선 중앙로
221,1호선,진천,대구광역시 달서구 월배로 지하 76,"(35.8138906159416, 128.523115492873)",1호선 진천
222,1호선,칠성시장,대구광역시 북구 칠성남로 지하222 (칠성동),"(35.8761274529496, 128.605168503159)",1호선 칠성시장
223,1호선,해안,대구광역시 동구 동촌로 지하167(방촌동),"(35.88350285674, 128.659918132912)",1호선 해안
224,1호선,현충로,대구광역시 남구 대명로 지하222 (대명동),"(35.8411755565813, 128.581924140795)",1호선 현충로
225,1호선,화원,대구광역시 달성군 화원읍 비슬로 2600,"(35.8044340709675, 128.500678990227)",1호선 화원
226,2호선,감삼,대구광역시 달서구 달구벌대로 지하 1665(감삼동),"(35.8542352631467, 128.547903756877)",2호선 감삼
227,2호선,강창,대구광역시 달서구 달구벌대로 지하1014,"(35.8530784098405, 128.478343767188)",2호선 강창
228,2호선,경대병원,대구광역시 중구 달구벌대로 지하2190 (삼덕동),"(35.8632004713941, 128.602801032774)",2호선 경대병원
229,2호선,계명대,대구광역시 달서구 달구벌대로 지하1140,"(35.8515042125557, 128.491979054503)",2호선 계명대
230,2호선,고산,대구광역시 수성구 달구벌대로 3080,"(35.8426581661201, 128.693815734234)",2호선 고산
